prison_id,country,indicators,crime_category,year,count
1834,Dominica,entering,against property only,2019,28
1835,Spain,entering,against property only,2019,9
1836,Malta,entering,against property only,2019,4
1837,Austria,entering,against property only,2020,16
1838,Chile,entering,against property only,2020,38
1839,Colombia,entering,against property only,2020,4
1840,Italy,entering,against property only,2020,10
1841,Mexico,entering,against property only,2020,18
1842,Austria,entering,against property only,2021,15
1843,Chile,entering,against property only,2021,35
1844,Colombia,entering,against property only,2021,8
1845,Italy,entering,against property only,2021,11
1846,Mexico,entering,against property only,2021,20
1847,Malta,entering,against property only,2021,3
1848,Costa Rica,entering,controlled psychoactive substances,2016,9
1849,Mexico,entering,controlled psychoactive substances,2016,17
1850,Costa Rica,entering,controlled psychoactive substances,2017,11
1851,Luxembourg,entering,controlled psychoactive substances,2017,13
1852,Mexico,entering,controlled psychoactive substances,2017,16
1853,Switzerland,entering,controlled psychoactive substances,2018,11
1854,Mexico,entering,controlled psychoactive substances,2018,18
1855,Malta,entering,controlled psychoactive substances,2018,2
1856,Bermuda,entering,controlled psychoactive substances,2019,34
1857,Switzerland,entering,controlled psychoactive substances,2019,8
1858,Spain,entering,controlled psychoactive substances,2019,23
1859,Austria,entering,controlled psychoactive substances,2020,18
1860,Chile,entering,controlled psychoactive substances,2020,29
1861,Colombia,entering,controlled psychoactive substances,2020,5
1862,Italy,entering,controlled psychoactive substances,2020,19
1863,Mexico,entering,controlled psychoactive substances,2020,22
1864,Austria,entering,controlled psychoactive substances,2021,18
1865,Chile,entering,controlled psychoactive substances,2021,37
1866,Colombia,entering,controlled psychoactive substances,2021,10
1867,Italy,entering,controlled psychoactive substances,2021,18
1868,Mexico,entering,controlled psychoactive substances,2021,21
1869,Costa Rica,entering,acts against public order,2017,1
1870,Luxembourg,entering,acts against public order,2017,7
1871,Dominica,entering,acts against public order,2018,4
1872,Mexico,entering,acts against public order,2018,1
1873,Dominica,entering,acts against public order,2019,17
1874,Spain,entering,acts against public order,2019,5
1875,Malta,entering,acts against public order,2019,4
1876,Austria,entering,acts against public order,2020,1
1877,Italy,entering,acts against public order,2020,9
1878,Mexico,entering,acts against public order,2020,1
1879,Austria,entering,acts against public order,2021,2
1880,Chile,entering,acts against public order,2021,1
1881,Colombia,entering,acts against public order,2021,1
1882,Italy,entering,acts against public order,2021,10
1883,Mexico,entering,acts against public order,2021,2
1884,Mexico,entering,against public state security,2016,5
1885,Luxembourg,entering,against public state security,2017,22
1886,Mexico,entering,against public state security,2017,7
1887,Dominica,entering,against public state security,2018,11
1888,Mexico,entering,against public state security,2018,7
1889,Dominica,entering,against public state security,2019,11
1890,Austria,entering,against public state security,2020,6
1891,Chile,entering,against public state security,2020,1
1892,Colombia,entering,against public state security,2020,5
1893,Italy,entering,against public state security,2020,6
1894,Mexico,entering,against public state security,2020,9
1895,Austria,entering,against public state security,2021,6
1896,Colombia,entering,against public state security,2021,7
1897,Italy,entering,against public state security,2021,6
1898,Mexico,entering,against public state security,2021,9
1899,Argentina,persons held,intending to cause death,2016,28
1900,Australia,persons held,intending to cause death,2016,10
1901,Belize,persons held,intending to cause death,2016,37
1902,Switzerland,persons held,intending to cause death,2016,5
1903,Colombia,persons held,intending to cause death,2016,63
1904,Spain,persons held,intending to cause death,2016,8
1905,Croatia,persons held,intending to cause death,2016,8
1906,Luxembourg,persons held,intending to cause death,2016,8
1907,Mexico,persons held,intending to cause death,2016,35
1908,Portugal,persons held,intending to cause death,2016,10
1909,Thailand,persons held,intending to cause death,2016,35
1910,Argentina,persons held,intending to cause death,2017,31
1911,Australia,persons held,intending to cause death,2017,10
1912,Bermuda,persons held,intending to cause death,2017,66
1913,Chile,persons held,intending to cause death,2017,1
1914,Colombia,persons held,intending to cause death,2017,58
1915,Spain,persons held,intending to cause death,2017,8
1916,Croatia,persons held,intending to cause death,2017,8
1917,Luxembourg,persons held,intending to cause death,2017,13
1918,Mexico,persons held,intending to cause death,2017,41
1919,Portugal,persons held,intending to cause death,2017,10
1920,Argentina,persons held,intending to cause death,2018,35
1921,Switzerland,persons held,intending to cause death,2018,6
1922,Dominica,persons held,intending to cause death,2018,82
1923,Mexico,persons held,intending to cause death,2018,40
1924,Malta,persons held,intending to cause death,2018,10
1925,Portugal,persons held,intending to cause death,2018,8
1926,Argentina,persons held,intending to cause death,2019,34
1927,Belize,persons held,intending to cause death,2019,93
1928,Bermuda,persons held,intending to cause death,2019,85
1929,Switzerland,persons held,intending to cause death,2019,6
1930,Dominica,persons held,intending to cause death,2019,98
1931,Spain,persons held,intending to cause death,2019,8
1932,Malta,persons held,intending to cause death,2019,10
1933,Portugal,persons held,intending to cause death,2019,8
1934,Argentina,persons held,intending to cause death,2020,31
1935,Austria,persons held,intending to cause death,2020,8
1936,Chile,persons held,intending to cause death,2020,21
1937,Colombia,persons held,intending to cause death,2020,70
1938,Italy,persons held,intending to cause death,2020,15
1939,Mexico,persons held,intending to cause death,2020,45
1940,Portugal,persons held,intending to cause death,2020,9
1941,Argentina,persons held,intending to cause death,2021,35
1942,Austria,persons held,intending to cause death,2021,8
1943,Chile,persons held,intending to cause death,2021,19
1944,Colombia,persons held,intending to cause death,2021,70
1945,Italy,persons held,intending to cause death,2021,15
1946,Mexico,persons held,intending to cause death,2021,45
1947,Malta,persons held,intending to cause death,2021,13
1948,Portugal,persons held,intending to cause death,2021,9
1949,Australia,persons held,other,2016,49
1950,Belize,persons held,other,2016,67
1951,Croatia,persons held,other,2016,24
1952,Portugal,persons held,other,2016,12
1953,Bermuda,persons held,other,2017,109
1954,Croatia,persons held,other,2017,24
1955,Luxembourg,persons held,other,2017,4
1956,Portugal,persons held,other,2017,11
1957,Argentina,persons held,other,2018,30
1958,Dominica,persons held,other,2018,339
1959,Mexico,persons held,other,2018,19
1960,Malta,persons held,other,2018,63
1961,Portugal,persons held,other,2018,12
1962,Argentina,persons held,other,2019,37
1963,Belize,persons held,other,2019,15
1964,Bermuda,persons held,other,2019,24
1965,Dominica,persons held,other,2019,269
1966,Spain,persons held,other,2019,19
1967,Malta,persons held,other,2019,86
1968,Portugal,persons held,other,2019,12
1969,Argentina,persons held,other,2020,37
1970,Colombia,persons held,other,2020,94
1971,Italy,persons held,other,2020,10
1972,Mexico,persons held,other,2020,3
1973,Portugal,persons held,other,2020,39
1974,Argentina,persons held,other,2021,41
1975,Colombia,persons held,other,2021,95
1976,Italy,persons held,other,2021,10
1977,Mexico,persons held,other,2021,4
1978,Malta,persons held,other,2021,87
1979,Portugal,persons held,other,2021,41
1980,Argentina,persons held,acts to cause harm,2016,10
1981,Australia,persons held,acts to cause harm,2016,22
1982,Belize,persons held,acts to cause harm,2016,36
1983,Switzerland,persons held,acts to cause harm,2016,3
1984,Colombia,persons held,acts to cause harm,2016,21
1985,Spain,persons held,acts to cause harm,2016,5
1986,Croatia,persons held,acts to cause harm,2016,1
1987,Luxembourg,persons held,acts to cause harm,2016,46
1988,Mexico,persons held,acts to cause harm,2016,28
1989,Portugal,persons held,acts to cause harm,2016,3
1990,Thailand,persons held,acts to cause harm,2016,9
1991,Argentina,persons held,acts to cause harm,2017,12
1992,Australia,persons held,acts to cause harm,2017,25
1993,Bermuda,persons held,acts to cause harm,2017,35
1994,Colombia,persons held,acts to cause harm,2017,18
1995,Spain,persons held,acts to cause harm,2017,5
1996,Croatia,persons held,acts to cause harm,2017,1
1997,Luxembourg,persons held,acts to cause harm,2017,8
1998,Mexico,persons held,acts to cause harm,2017,35
1999,Portugal,persons held,acts to cause harm,2017,4
2000,Argentina,persons held,acts to cause harm,2018,11
2001,Switzerland,persons held,acts to cause harm,2018,3
2002,Dominica,persons held,acts to cause harm,2018,58
2003,Mexico,persons held,acts to cause harm,2018,36
2004,Malta,persons held,acts to cause harm,2018,2
2005,Portugal,persons held,acts to cause harm,2018,4
2006,Argentina,persons held,acts to cause harm,2019,13
2007,Belize,persons held,acts to cause harm,2019,9
2008,Bermuda,persons held,acts to cause harm,2019,25
2009,Switzerland,persons held,acts to cause harm,2019,3
2010,Dominica,persons held,acts to cause harm,2019,67
2011,Spain,persons held,acts to cause harm,2019,5
2012,Malta,persons held,acts to cause harm,2019,4
2013,Portugal,persons held,acts to cause harm,2019,4
2014,Argentina,persons held,acts to cause harm,2020,11
2015,Austria,persons held,acts to cause harm,2020,41
2016,Chile,persons held,acts to cause harm,2020,8
2017,Colombia,persons held,acts to cause harm,2020,40
2018,Italy,persons held,acts to cause harm,2020,29
2019,Mexico,persons held,acts to cause harm,2020,40
2020,Portugal,persons held,acts to cause harm,2020,1
2021,Argentina,persons held,acts to cause harm,2021,15
2022,Austria,persons held,acts to cause harm,2021,48
2023,Chile,persons held,acts to cause harm,2021,10
2024,Colombia,persons held,acts to cause harm,2021,39
2025,Italy,persons held,acts to cause harm,2021,30
2026,Mexico,persons held,acts to cause harm,2021,45
2027,Malta,persons held,acts to cause harm,2021,10
2028,Portugal,persons held,acts to cause harm,2021,1
2029,Argentina,persons held,violent against property,2016,71
2030,Australia,persons held,violent against property,2016,13
2031,Belize,persons held,violent against property,2016,26
2032,Switzerland,persons held,violent against property,2016,3
2033,Colombia,persons held,violent against property,2016,61
2034,Spain,persons held,violent against property,2016,42
2035,Croatia,persons held,violent against property,2016,12
2036,Luxembourg,persons held,violent against property,2016,8
2037,Mexico,persons held,violent against property,2016,89
2038,Portugal,persons held,violent against property,2016,14
2039,Thailand,persons held,violent against property,2016,4
2040,Argentina,persons held,violent against property,2017,73
2041,Australia,persons held,violent against property,2017,12
2042,Bermuda,persons held,violent against property,2017,16
2043,Colombia,persons held,violent against property,2017,57
2044,Spain,persons held,violent against property,2017,42
2045,Croatia,persons held,violent against property,2017,12
2046,Luxembourg,persons held,violent against property,2017,11
2047,Mexico,persons held,violent against property,2017,52
2048,Portugal,persons held,violent against property,2017,15
2049,Argentina,persons held,violent against property,2018,80
2050,Switzerland,persons held,violent against property,2018,4
2051,Chile,persons held,violent against property,2018,1
2052,Dominica,persons held,violent against property,2018,45
2053,Mexico,persons held,violent against property,2018,24
2054,Malta,persons held,violent against property,2018,40
2055,Portugal,persons held,violent against property,2018,12
2056,Argentina,persons held,violent against property,2019,84
2057,Bermuda,persons held,violent against property,2019,14
2058,Switzerland,persons held,violent against property,2019,3
2059,Chile,persons held,violent against property,2019,1
2060,Dominica,persons held,violent against property,2019,56
2061,Spain,persons held,violent against property,2019,32
2062,Malta,persons held,violent against property,2019,41
2063,Portugal,persons held,violent against property,2019,13
2064,Argentina,persons held,violent against property,2020,73
2065,Austria,persons held,violent against property,2020,18
2066,Chile,persons held,violent against property,2020,152
2067,Italy,persons held,violent against property,2020,34
2068,Mexico,persons held,violent against property,2020,33
2069,Portugal,persons held,violent against property,2020,9
2070,Argentina,persons held,violent against property,2021,78
2071,Austria,persons held,violent against property,2021,19
2072,Chile,persons held,violent against property,2021,169
2073,Italy,persons held,violent against property,2021,34
2074,Mexico,persons held,violent against property,2021,62
2075,Portugal,persons held,violent against property,2021,10
2076,Argentina,persons held,against property only,2016,5
2077,Australia,persons held,against property only,2016,22
2078,Belize,persons held,against property only,2016,89
2079,Switzerland,persons held,against property only,2016,12
2080,Luxembourg,persons held,against property only,2016,65
2081,Portugal,persons held,against property only,2016,15
2082,Thailand,persons held,against property only,2016,36
2083,Argentina,persons held,against property only,2017,7
2084,Australia,persons held,against property only,2017,22
2085,Bermuda,persons held,against property only,2017,43
2086,Chile,persons held,against property only,2017,1
2087,Luxembourg,persons held,against property only,2017,31
2088,Portugal,persons held,against property only,2017,15
2089,Argentina,persons held,against property only,2018,19
2090,Switzerland,persons held,against property only,2018,13
2091,Dominica,persons held,against property only,2018,48
2092,Mexico,persons held,against property only,2018,45
2093,Malta,persons held,against property only,2018,3
2094,Portugal,persons held,against property only,2018,17
2095,Argentina,persons held,against property only,2019,16
2096,Belize,persons held,against property only,2019,72
2097,Bermuda,persons held,against property only,2019,47
2098,Switzerland,persons held,against property only,2019,10
2099,Dominica,persons held,against property only,2019,39
2100,Spain,persons held,against property only,2019,8
2101,Malta,persons held,against property only,2019,6
2102,Portugal,persons held,against property only,2019,14
2103,Argentina,persons held,against property only,2020,17
2104,Austria,persons held,against property only,2020,44
2105,Chile,persons held,against property only,2020,35
2106,Colombia,persons held,against property only,2020,77
2107,Italy,persons held,against property only,2020,23
2108,Mexico,persons held,against property only,2020,27
2109,Portugal,persons held,against property only,2020,10
2110,Argentina,persons held,against property only,2021,16
2111,Austria,persons held,against property only,2021,46
2112,Chile,persons held,against property only,2021,21
2113,Colombia,persons held,against property only,2021,75
2114,Italy,persons held,against property only,2021,24
2115,Mexico,persons held,against property only,2021,40
2116,Malta,persons held,against property only,2021,3
2117,Portugal,persons held,against property only,2021,11
2118,Argentina,persons held,controlled psychoactive substances,2010,4
2119,Australia,persons held,controlled psychoactive substances,2010,15
2120,Austria,persons held,controlled psychoactive substances,2010,12
2121,Switzerland,persons held,controlled psychoactive substances,2010,13
2122,Colombia,persons held,controlled psychoactive substances,2010,37
2123,Czechia,persons held,controlled psychoactive substances,2010,19
2124,Italy,persons held,controlled psychoactive substances,2010,25
2125,Mexico,persons held,controlled psychoactive substances,2010,2
2126,Portugal,persons held,controlled psychoactive substances,2010,18
2127,Slovenia,persons held,controlled psychoactive substances,2010,4
2128,Argentina,persons held,controlled psychoactive substances,2011,6
2129,Australia,persons held,controlled psychoactive substances,2011,15
2130,Austria,persons held,controlled psychoactive substances,2011,13
2131,Switzerland,persons held,controlled psychoactive substances,2011,11
2132,Colombia,persons held,controlled psychoactive substances,2011,45
2133,Czechia,persons held,controlled psychoactive substances,2011,21
2134,Italy,persons held,controlled psychoactive substances,2011,25
2135,Mexico,persons held,controlled psychoactive substances,2011,10
2136,Portugal,persons held,controlled psychoactive substances,2011,20
2137,Slovenia,persons held,controlled psychoactive substances,2011,6
2138,Argentina,persons held,controlled psychoactive substances,2012,5
2139,Australia,persons held,controlled psychoactive substances,2012,15
2140,Austria,persons held,controlled psychoactive substances,2012,12
2141,Belize,persons held,controlled psychoactive substances,2012,71
2142,Switzerland,persons held,controlled psychoactive substances,2012,9
2143,Chile,persons held,controlled psychoactive substances,2012,49
2144,Colombia,persons held,controlled psychoactive substances,2012,38
2145,Czechia,persons held,controlled psychoactive substances,2012,16
2146,Spain,persons held,controlled psychoactive substances,2012,31
2147,Israel,persons held,controlled psychoactive substances,2012,12
2148,Italy,persons held,controlled psychoactive substances,2012,25
2149,Mexico,persons held,controlled psychoactive substances,2012,6
2150,Portugal,persons held,controlled psychoactive substances,2012,21
2151,Trinidad and Tobago,persons held,controlled psychoactive substances,2012,53
2152,Argentina,persons held,controlled psychoactive substances,2013,5
2153,Australia,persons held,controlled psychoactive substances,2013,16
2154,Austria,persons held,controlled psychoactive substances,2013,11
2155,Belize,persons held,controlled psychoactive substances,2013,71
2156,Bermuda,persons held,controlled psychoactive substances,2013,71
2157,Chile,persons held,controlled psychoactive substances,2013,44
2158,Czechia,persons held,controlled psychoactive substances,2013,18
2159,Spain,persons held,controlled psychoactive substances,2013,30
2160,Israel,persons held,controlled psychoactive substances,2013,10
2161,Italy,persons held,controlled psychoactive substances,2013,23
2162,Portugal,persons held,controlled psychoactive substances,2013,22
2163,Trinidad and Tobago,persons held,controlled psychoactive substances,2013,67
2164,Argentina,persons held,controlled psychoactive substances,2014,5
2165,Australia,persons held,controlled psychoactive substances,2014,17
2166,Austria,persons held,controlled psychoactive substances,2014,11
2167,Belize,persons held,controlled psychoactive substances,2014,91
2168,Bermuda,persons held,controlled psychoactive substances,2014,69
2169,Switzerland,persons held,controlled psychoactive substances,2014,12
2170,Chile,persons held,controlled psychoactive substances,2014,44
2171,Colombia,persons held,controlled psychoactive substances,2014,36
2172,Costa Rica,persons held,controlled psychoactive substances,2014,41
2173,Czechia,persons held,controlled psychoactive substances,2014,22
2174,Ecuador,persons held,controlled psychoactive substances,2014,14
2175,Spain,persons held,controlled psychoactive substances,2014,28
2176,Croatia,persons held,controlled psychoactive substances,2014,11
2177,Israel,persons held,controlled psychoactive substances,2014,11
2178,Italy,persons held,controlled psychoactive substances,2014,19
2179,Mexico,persons held,controlled psychoactive substances,2014,11
2180,Malta,persons held,controlled psychoactive substances,2014,47
2181,Portugal,persons held,controlled psychoactive substances,2014,21
2182,Thailand,persons held,controlled psychoactive substances,2014,3
2183,Trinidad and Tobago,persons held,controlled psychoactive substances,2014,60
2184,Argentina,persons held,controlled psychoactive substances,2015,6
2185,Australia,persons held,controlled psychoactive substances,2015,20
2186,Switzerland,persons held,controlled psychoactive substances,2015,10
2187,Chile,persons held,controlled psychoactive substances,2015,43
2188,Costa Rica,persons held,controlled psychoactive substances,2015,38
2189,Czechia,persons held,controlled psychoactive substances,2015,19
2190,Spain,persons held,controlled psychoactive substances,2015,26
2191,Croatia,persons held,controlled psychoactive substances,2015,7
2192,Italy,persons held,controlled psychoactive substances,2015,17
2193,Jamaica,persons held,controlled psychoactive substances,2015,7
2194,Mexico,persons held,controlled psychoactive substances,2015,16
2195,Malta,persons held,controlled psychoactive substances,2015,43
2196,Thailand,persons held,controlled psychoactive substances,2015,243
2197,Trinidad and Tobago,persons held,controlled psychoactive substances,2015,53
2198,Argentina,persons held,controlled psychoactive substances,2016,23
2199,Australia,persons held,controlled psychoactive substances,2016,22
2200,Belize,persons held,controlled psychoactive substances,2016,79
2201,Switzerland,persons held,controlled psychoactive substances,2016,10
2202,Colombia,persons held,controlled psychoactive substances,2016,52
2203,Spain,persons held,controlled psychoactive substances,2016,23
2204,Croatia,persons held,controlled psychoactive substances,2016,6
2205,Luxembourg,persons held,controlled psychoactive substances,2016,13
2206,Mexico,persons held,controlled psychoactive substances,2016,12
2207,Portugal,persons held,controlled psychoactive substances,2016,21
2208,Argentina,persons held,controlled psychoactive substances,2017,27
2209,Australia,persons held,controlled psychoactive substances,2017,25
2210,Colombia,persons held,controlled psychoactive substances,2017,51
2211,Spain,persons held,controlled psychoactive substances,2017,21
2212,Croatia,persons held,controlled psychoactive substances,2017,6
2213,Luxembourg,persons held,controlled psychoactive substances,2017,31
2214,Mexico,persons held,controlled psychoactive substances,2017,23
2215,Portugal,persons held,controlled psychoactive substances,2017,19
2216,Argentina,persons held,controlled psychoactive substances,2018,32
2217,Switzerland,persons held,controlled psychoactive substances,2018,11
2218,Mexico,persons held,controlled psychoactive substances,2018,26
2219,Portugal,persons held,controlled psychoactive substances,2018,16
2220,Argentina,persons held,controlled psychoactive substances,2019,33
2221,Bermuda,persons held,controlled psychoactive substances,2019,45
2222,Switzerland,persons held,controlled psychoactive substances,2019,7
2223,Spain,persons held,controlled psychoactive substances,2019,18
2224,Portugal,persons held,controlled psychoactive substances,2019,18
2225,Argentina,persons held,controlled psychoactive substances,2020,28
2226,Austria,persons held,controlled psychoactive substances,2020,44
2227,Chile,persons held,controlled psychoactive substances,2020,48
2228,Colombia,persons held,controlled psychoactive substances,2020,73
2229,Italy,persons held,controlled psychoactive substances,2020,32
2230,Mexico,persons held,controlled psychoactive substances,2020,20
2231,Portugal,persons held,controlled psychoactive substances,2020,17
2232,Argentina,persons held,controlled psychoactive substances,2021,27
2233,Austria,persons held,controlled psychoactive substances,2021,48
2234,Chile,persons held,controlled psychoactive substances,2021,54
2235,Colombia,persons held,controlled psychoactive substances,2021,70
2236,Italy,persons held,controlled psychoactive substances,2021,32
2237,Mexico,persons held,controlled psychoactive substances,2021,19
2238,Portugal,persons held,controlled psychoactive substances,2021,17
2239,Spain,persons held,acts against public order,2016,4
2240,Luxembourg,persons held,acts against public order,2016,12
2241,Mexico,persons held,acts against public order,2016,1
2242,Portugal,persons held,acts against public order,2016,7
2243,Thailand,persons held,acts against public order,2016,1
2244,Spain,persons held,acts against public order,2017,4
2245,Luxembourg,persons held,acts against public order,2017,4
2246,Mexico,persons held,acts against public order,2017,1
2247,Portugal,persons held,acts against public order,2017,8
2248,Argentina,persons held,acts against public order,2018,4
2249,Dominica,persons held,acts against public order,2018,7
2250,Mexico,persons held,acts against public order,2018,2
2251,Portugal,persons held,acts against public order,2018,6
2252,Argentina,persons held,acts against public order,2019,3
2253,Dominica,persons held,acts against public order,2019,24
2254,Spain,persons held,acts against public order,2019,4
2255,Portugal,persons held,acts against public order,2019,7
2256,Argentina,persons held,acts against public order,2020,3
2257,Austria,persons held,acts against public order,2020,2
2258,Colombia,persons held,acts against public order,2020,5
2259,Italy,persons held,acts against public order,2020,26
2260,Mexico,persons held,acts against public order,2020,2
2261,Portugal,persons held,acts against public order,2020,1
2262,Argentina,persons held,acts against public order,2021,3
2263,Austria,persons held,acts against public order,2021,3
2264,Colombia,persons held,acts against public order,2021,5
2265,Italy,persons held,acts against public order,2021,27
2266,Mexico,persons held,acts against public order,2021,2
2267,Portugal,persons held,acts against public order,2021,1
2268,Australia,persons held,against public state security,2016,1
2269,Colombia,persons held,against public state security,2016,74
2270,Luxembourg,persons held,against public state security,2016,27
2271,Mexico,persons held,against public state security,2016,13
2272,Portugal,persons held,against public state security,2016,18
2273,Australia,persons held,against public state security,2017,2
2274,Colombia,persons held,against public state security,2017,63
2275,Luxembourg,persons held,against public state security,2017,2
2276,Mexico,persons held,against public state security,2017,25
2277,Portugal,persons held,against public state security,2017,15
2278,Argentina,persons held,against public state security,2018,2
2279,Dominica,persons held,against public state security,2018,24
2280,Mexico,persons held,against public state security,2018,39
2281,Portugal,persons held,against public state security,2018,17
2282,Argentina,persons held,against public state security,2019,3
2283,Dominica,persons held,against public state security,2019,20
2284,Portugal,persons held,against public state security,2019,16
2285,Argentina,persons held,against public state security,2020,3
2286,Austria,persons held,against public state security,2020,16
2287,Colombia,persons held,against public state security,2020,153
2288,Italy,persons held,against public state security,2020,26
2289,Mexico,persons held,against public state security,2020,22
2290,Argentina,persons held,against public state security,2021,3
2291,Austria,persons held,against public state security,2021,19
2292,Colombia,persons held,against public state security,2021,153
2293,Italy,persons held,against public state security,2021,25
2294,Mexico,persons held,against public state security,2021,24
